obs_ID,study_ID,year_pub,es,var
obs001,Agrawal 2004,2004,0.3643,0.0635
obs002,Agrawal 2004,2004,-0.408,0.0638
obs003,Agrawal 2004,2004,-0.5026,0.0645
obs004,Agrawal 2004,2004,-0.3759,0.0636
obs005,Agrawal 2004,2004,-0.2473,0.063
obs006,Agrawal 2004,2004,-0.6516,0.0658
obs007,Agrawal 2004,2004,-0.8451,0.0681
obs008,Agrawal 2004,2004,-1.1092,0.0721
obs009,Agrawal 2004,2004,-0.6382,0.0657
obs010,Agrawal 2004,2004,-0.6676,0.066
obs011,Agrawal 2004,2004,-0.3153,0.0633
obs012,Agrawal 2004,2004,-0.0583,0.0625
obs013,Agrawal 2004,2004,0.2773,0.0631
obs014,Agrawal 2004,2004,-0.2186,0.0629
obs015,Agrawal 2004,2004,0.1236,0.0626
obs016,Coupe et al. 2009,2009,0,0.2
obs017,Coupe et al. 2009,2009,0.1496,0.2006
obs018,Coupe et al. 2009,2009,0.3643,0.2033
obs019,Hol et al. 2004,2004,-0.7175,0.2129
obs020,Hol et al. 2004,2004,-1.4898,0.2555
obs021,Hol et al. 2004,2004,-0.5384,0.2072
obs022,Hol et al. 2004,2004,0.7874,0.2155
obs023,Hol et al. 2004,2004,-1.2209,0.2373
obs024,Hol et al. 2004,2004,-1.1074,0.2307
obs025,Hinz & Schroeder 2003,2003,-0.196,0.3349
obs026,Hinz & Schroeder 2003,2003,-0.0436,0.1667
obs027,Hinz & Schroeder 2003,2003,-1.088,0.3827
obs028,Hinz & Schroeder 2003,2003,-1.0082,0.1878
obs029,Hinz & Schroeder 2003,2003,-1.9505,0.4919
obs030,Hinz & Schroeder 2003,2003,-2.0225,0.2519
obs031,Borowicz 2010,2010,-0.6805,0.2116
obs032,Borowicz 2010,2010,-0.4458,0.205
obs033,Borowicz 2010,2010,-3.6617,0.5352
obs034,Borowicz 2010,2010,0.9761,0.2238
obs035,Borowicz 2010,2010,-3.4153,0.4916
obs036,Borowicz 2010,2010,-0.6211,0.2096
obs037,Houle & Simard 1996,1996,-0.1815,0.0772
obs038,Houle & Simard 1996,1996,-0.4264,0.0787
obs039,Houle & Simard 1996,1996,-0.402,0.0785
obs040,Houle & Simard 1996,1996,-0.053,0.077
obs041,Houle & Simard 1996,1996,-0.3865,0.0784
obs042,Houle & Simard 1996,1996,-0.3761,0.0783
obs043,Houle & Simard 1996,1996,-0.4198,0.0786
obs044,Houle & Simard 1996,1996,-0.3331,0.078
obs045,Houle & Simard 1996,1996,-0.5205,0.0795
obs046,Houle & Simard 1996,1996,-0.1815,0.0772
obs047,Houle & Simard 1996,1996,-0.4264,0.0787
obs048,Houle & Simard 1996,1996,-0.402,0.0785
obs049,Houle & Simard 1996,1996,0.4428,0.0788
obs050,Houle & Simard 1996,1996,-0.2451,0.0775
obs051,Houle & Simard 1996,1996,-0.04,0.0769
obs052,Houle & Simard 1996,1996,0.2418,0.0775
obs053,Houle & Simard 1996,1996,-0.0099,0.0769
obs054,Houle & Simard 1996,1996,0.0561,0.077
obs055,Hunt-Joshi et al. 2004,2004,-0.4981,0.2062
obs056,Hunt-Joshi et al. 2004,2004,-0.6408,0.2103
obs057,Hunt-Joshi et al. 2004,2004,-0.7691,0.2148
obs058,Hunt-Joshi et al. 2004,2004,-1.2778,0.2408
obs059,Hunt-Joshi et al. 2004,2004,-1.0051,0.2253
obs060,Hunt-Joshi et al. 2004,2004,-1.2575,0.2395
obs061,Hunt-Joshi et al. 2004,2004,-2.2261,0.3239
obs062,Hunt-Joshi et al. 2004,2004,-0.3905,0.2038
obs063,Hunt-Joshi et al. 2004,2004,-6.1472,1.1447
obs064,Hunt-Joshi et al. 2004,2004,-2.9621,0.4193
obs065,Hunt-Joshi et al. 2004,2004,-1.4835,0.255
obs066,Hunt-Joshi et al. 2004,2004,-2.1463,0.3152
obs067,Hunt-Joshi et al. 2004,2004,-1.6059,0.2645
obs068,Hunt-Joshi et al. 2004,2004,-1.2095,0.2366
obs069,Hunt-Joshi et al. 2004,2004,-6.1472,1.1447
obs070,Hunt-Joshi et al. 2004,2004,-3.1815,0.453
obs071,Hunt-Joshi et al. 2004,2004,-1.768,0.2781
obs072,Hunt-Joshi et al. 2004,2004,-2.5873,0.3674
obs073,Maron 1998,1998,-0.5212,0.32
obs074,Maron 1998,1998,-0.1189,0.3339
obs075,Maron 1998,1998,-0.9827,0.3736
obs076,Masters & Brown 1992,1992,-1.7994,0.2809
obs077,Masters & Brown 1992,1992,-5.3588,0.9179
obs078,Masters & Brown 1992,1992,-6.5848,1.284
obs079,Masters 1995,1995,0.0788,0.2002
obs080,Masters 1995,1995,-1.202,0.2361
obs081,Masters 1995,1995,-1.1146,0.2311
obs082,Masters 1995,1995,-0.1152,0.2003
obs083,Masters 1995,1995,-2.1326,0.3137
obs084,Masters 1995,1995,-0.6273,0.2098
obs085,Masters 1995,1995,-1.2305,0.2379
